round,test_clean_loss,test_clean_acc,test_backdoor_loss,test_backdoor_acc,train_clean_loss,train_clean_acc,train_backdoor_loss,train_backdoor_acc,precision,recall,f1_score,fpr,fpr_clean,DACC
2001,0.7964156657457352,0.7278,,,1.1972207532548471,0.5921450151057401,,,,,,,0.1,
2002,0.8028879940509797,0.7216,,,0.9501981527221446,0.6804081632653062,,,,,,,0.1,
2003,0.8087612509727478,0.7218,,,0.9932279256351362,0.6732713303679742,,,,,,,0.2,
2004,0.8160210251808167,0.7205,,,1.0169355364054489,0.6557941653160454,,,,,,,0.1,
2005,0.8227852493524551,0.7181,,,0.9926616870870396,0.663469387755102,,,,,,,0.1,
2006,0.8272807955741882,0.7137,,,0.9220249527656816,0.686317907444668,,,,,,,0.0,
2007,0.8304303407669067,0.7141,,,0.9846067057897627,0.6736756975333603,,,,,,,0.5,
2008,0.8396467417478561,0.7144,,,1.0096730953050361,0.662208713272543,,,,,,,0.4,
2009,0.8436691135168075,0.7068,,,0.9655243707676323,0.679795918367347,,,,,,,0.6,
2010,0.8403490126132965,0.7097,,,0.953609443068094,0.6796922453938045,,,,,,,0.0,
2011,0.8493975013494491,0.7098,,,0.9431129627569761,0.6782820097244733,,,,,,,0.0,
2012,0.8455902457237243,0.7092,,,0.9183610019280278,0.7001417290949585,,,,,,,0.0,
2013,0.8531561136245728,0.7064,,,0.9793655334305864,0.6691517227483377,,,,,,,0.1,
2014,0.8548474580049514,0.704,,,0.9292633445809687,0.6861831442463533,,,,,,,0.1,
2015,0.8537016808986664,0.7037,,,0.8971357648469964,0.7046938775510204,,,,,,,0.5,
2016,0.855099081993103,0.7048,,,0.949915256060607,0.6802431610942249,,,,,,,0.5,
2017,0.8554175615310669,0.7055,,,0.9547308836661025,0.6800971856651143,,,,,,,0.7,
2018,0.856031385064125,0.706,,,0.9389088338005299,0.6861224489795918,,,,,,,0.2,
2019,0.852561068534851,0.7079,,,0.8964631784771472,0.7035460992907802,,,,,,,0.0,
2020,0.846002671122551,0.7075,,,0.8636577436632039,0.7097959183673469,,,,,,,0.0,
2021,0.843656775355339,0.7073,,,0.8818690364677993,0.7086534573392641,,,,,,,0.0,
2022,0.8424718141555786,0.7102,,,0.9453092662621312,0.6913480885311871,,,,,,,0.1,
2023,0.8433121353387832,0.7101,,,0.9178317063195365,0.6887755102040817,,,,,,,0.1,
