round,test_clean_loss,test_clean_acc,test_backdoor_loss,test_backdoor_acc,train_clean_loss,train_clean_acc,train_backdoor_loss,train_backdoor_acc,precision,recall,f1_score,fpr,fpr_clean
2301,0.7712380021810532,0.7397,4.93723771572113,0.025111111111111112,0.6083604567201284,0.8067065868263473,,,,,,,0.0
2302,0.7978006720542907,0.7299,2.378995394706726,0.30466666666666664,0.7520498141580961,0.762283085929333,0.2942699999876425,0.9190140845070423,0.0,0.0,0.0,0.0,
2303,0.8068296045064927,0.725,2.2664050817489625,0.31522222222222224,0.7393573032758537,0.7609789569990851,0.2691820052209174,0.9124203821656051,1.0,1.0,1.0,0.0,
2304,0.8097474426031113,0.7276,2.1516274094581602,0.3411111111111111,0.4962050944699549,0.8442650521358896,0.3349682058087727,0.8947885939036382,1.0,0.5,0.6666666666666666,0.0,
2305,0.8199363768100738,0.7225,1.9401433050632477,0.39344444444444443,0.782532968175897,0.7446808510638298,0.237188235256407,0.9416666666666667,0.0,0.0,0.0,0.1111111111111111,
2306,0.8259036362171173,0.7229,2.069877541065216,0.35688888888888887,0.6301233699577483,0.7939459459459459,,,,,,,0.4
2307,0.8386833786964416,0.7164,2.074973404407501,0.34144444444444444,0.7947541414921901,0.7370407149950348,,,,,,,0.0
2308,0.8369683593511581,0.7167,2.1204590141773223,0.3388888888888889,0.6642232118807113,0.7888723298559364,0.21416894944620804,0.9383802816901409,0.14285714285714285,1.0,0.25,0.6666666666666666,
2309,0.830502164363861,0.7221,2.1441316306591034,0.3317777777777778,0.7011332074585168,0.7597826086956522,0.21866874782175855,0.9493534482758621,0.6666666666666666,1.0,0.8,0.125,
2310,0.8410270482301712,0.7184,2.057973200082779,0.3567777777777778,0.6064439300862555,0.8107424071991001,,,,,,,0.0
2311,0.8598721742630004,0.7068,2.1027184665203094,0.34644444444444444,0.49197793459139055,0.8411678832116788,0.2766705490852314,0.9234972677595629,0.16666666666666666,1.0,0.2857142857142857,0.5555555555555556,
2312,0.8774579435586929,0.7055,1.7222185373306274,0.43177777777777776,0.8937691367434444,0.707939237603898,0.23869872799498498,0.9284682080924855,0.0,0.0,0.0,0.0,
2313,0.8941738784313202,0.7042,1.6435824632644653,0.45,0.7967890874663396,0.7297992794647452,0.3964821800179438,0.8669724770642202,0.0,0.0,0.0,0.0,
2314,0.9268822312355042,0.6966,1.6307350039482116,0.4438888888888889,0.84519268498587,0.7293798287742744,0.20644134302048167,0.9363057324840764,0.0,0.0,0.0,0.0,
2315,0.9186110436916352,0.704,1.5910907208919525,0.456,0.8468939807716307,0.7307692307692307,0.21357283261087207,0.9388888888888889,0.0,0.0,0.0,0.0,
2316,0.9185730993747712,0.7052,1.6184006750583648,0.44255555555555554,0.7805947635220339,0.7455634427684117,0.2474369247754415,0.9444444444444444,0.0,0.0,0.0,0.0,
2317,0.9355883687734604,0.7027,1.5206055164337158,0.4661111111111111,0.8660314120870952,0.7129470158670497,0.3016670226420044,0.9034391534391535,0.0,0.0,0.0,0.0,
2318,0.9279348224401474,0.7028,1.5478885531425477,0.46355555555555555,0.6408532852220966,0.794859590671109,0.17277630717511389,0.9538216560509554,0.0,0.0,0.0,0.0,
2319,0.9515550702810287,0.6984,1.4069898307323456,0.512,0.7416813716003404,0.7644744238336144,0.23854327377101237,0.9289772727272727,0.0,0.0,0.0,0.0,
2320,0.9527070820331573,0.6959,1.5016989588737488,0.4812222222222222,0.7406439345627194,0.7532467532467533,0.21249668441490752,0.9336043360433605,1.0,1.0,1.0,0.0,
2321,0.9503294914960861,0.6957,1.4968390703201293,0.48144444444444445,0.6257377009572322,0.7990867579908676,0.13786758375442448,0.9579945799457995,0.5,1.0,0.6666666666666666,0.1111111111111111,
2322,0.9457989454269409,0.6961,1.4031617939472198,0.5164444444444445,0.6201019027932959,0.8023217247097844,0.24556815048315744,0.9267241379310345,0.6666666666666666,1.0,0.8,0.125,
2323,0.9311490267515182,0.7001,1.3826456904411315,0.5197777777777778,0.5619071889616851,0.8199814413857098,0.1877339657567704,0.943089430894309,0.16666666666666666,1.0,0.2857142857142857,0.5555555555555556,
2324,0.9175203591585159,0.6999,1.382091760635376,0.5262222222222223,0.40295158851861484,0.8685906416363127,0.2136602628398949,0.9348591549295775,1.0,1.0,1.0,0.0,
2325,0.9276133894920349,0.7007,1.4341780424118042,0.5007777777777778,0.720083763718107,0.7706149895543175,,,,,,,0.0
2326,0.9185581982135773,0.7014,1.462757593393326,0.49777777777777776,0.7170381602671131,0.7610149942329874,0.18168127653900712,0.9486899563318777,0.0,0.0,0.0,0.0,
2327,0.9265912383794784,0.7017,1.522797453403473,0.4686666666666667,0.7564636516700036,0.7444571710032525,,,,,,,0.0
2328,0.9326009601354599,0.6974,1.5626019358634948,0.4587777777777778,0.6516326959690507,0.7874571101791842,,,,,,,0.0
2329,0.9250301480293274,0.701,1.4885332584381104,0.4888888888888889,0.6048109537111301,0.79790318982824,,,,,,,0.0
2330,0.9254925906658172,0.7037,1.5131539940834045,0.4826666666666667,0.623737796148814,0.79465600673259,,,,,,,0.0
2331,0.9265820384025574,0.6964,1.623231828212738,0.4483333333333333,0.6649428610239179,0.780162989465315,,,,,,,0.0
2332,0.9265703856945038,0.6961,1.6932555794715882,0.4196666666666667,0.8271681125039768,0.7224833529181355,0.22409319122072677,0.9366197183098591,0.25,1.0,0.4,0.3333333333333333,
2333,0.917373788356781,0.6946,1.7001484990119935,0.4225555555555556,0.588527253090951,0.8077578857630009,,,,,,,0.0
