round,test_clean_loss,test_clean_acc,test_backdoor_loss,test_backdoor_acc,train_clean_loss,train_clean_acc,train_backdoor_loss,train_backdoor_acc,precision,recall,f1_score,fpr,fpr_clean
2301,0.7805965840816498,0.7338,2.939335823059082,0.29081632653061223,0.627393329030204,0.805748502994012,,,,,,,0.0
2302,0.7998011380434036,0.7259,2.787789821624756,0.29591836734693877,0.8253530783369629,0.7217227681371524,0.3669966478163088,0.8767605633802817,1.0,1.0,1.0,0.0,
2303,0.8200628012418747,0.7227,2.6538257598876953,0.30612244897959184,0.8773589117174725,0.7193504117108874,0.29109601420202075,0.9171974522292994,1.0,1.0,1.0,0.0,
2304,0.8371310323476792,0.7173,2.7148799896240234,0.29081632653061223,0.5804437448180086,0.8166834846955937,0.595283480842791,0.799410029498525,1.0,1.0,1.0,0.0,
2305,0.8559779614210129,0.7174,2.677284002304077,0.2857142857142857,0.8392581880056729,0.7246085909273384,0.4003990723027123,0.8722222222222222,1.0,1.0,1.0,0.0,
2306,0.8872859001159668,0.7144,2.6449990272521973,0.2755102040816326,0.7273608254741978,0.758054054054054,,,,,,,0.0
2307,0.9268102139234543,0.7012,2.568284749984741,0.23979591836734693,1.0034041859083758,0.6619662363455809,,,,,,,0.0
2308,0.9288825631141663,0.7007,2.5127761363983154,0.2653061224489796,0.7456686641822925,0.765772478887233,0.34057459025315834,0.8838028169014085,1.0,1.0,1.0,0.0,
2309,0.9182395517826081,0.707,2.441848039627075,0.27040816326530615,0.6460327838965948,0.788768115942029,0.37065088479169483,0.8803879310344828,1.0,1.0,1.0,0.0,
2310,0.9320568591356277,0.6984,2.3556461334228516,0.29591836734693877,0.6268273450861631,0.8062429696287964,,,,,,,0.0
2311,0.9254513204097747,0.7026,2.3969550132751465,0.30612244897959184,0.49519068024780627,0.8411678832116788,0.37016303541447515,0.8870673952641166,1.0,1.0,1.0,0.0,
2312,0.9315932869911194,0.7025,2.382020950317383,0.3010204081632653,0.7295213830816127,0.763829177414732,0.3122341356353264,0.9111271676300579,1.0,1.0,1.0,0.0,
2313,0.9921396851539612,0.6815,2.3369410037994385,0.25510204081632654,0.8939186188512052,0.7079258878023674,0.4229657301844442,0.8608562691131498,1.0,1.0,1.0,0.0,
2314,1.0378684014081956,0.6738,2.278195381164551,0.25,0.9003132408086928,0.7039047817916058,0.31749932325569685,0.8949044585987261,1.0,1.0,1.0,0.0,
2315,1.0171153664588928,0.6827,2.2029221057891846,0.2857142857142857,0.8244782926262298,0.7220695970695971,0.4311787565549215,0.9027777777777778,1.0,1.0,1.0,0.0,
2316,1.0083888828754426,0.6825,2.2248647212982178,0.2857142857142857,0.7959338857890657,0.7326974267968057,0.4504987981584337,0.8666666666666667,1.0,1.0,1.0,0.0,
2317,1.0177149027585983,0.6864,2.1358189582824707,0.32142857142857145,0.8917769505420294,0.7041090557628802,0.3591881533148428,0.9007936507936508,1.0,1.0,1.0,0.0,
2318,1.0096223026514053,0.6888,2.1979756355285645,0.3010204081632653,0.7996347507852875,0.7329842931937173,0.2707460573904074,0.9235668789808917,1.0,1.0,1.0,0.0,
2319,1.0330457776784896,0.6812,2.0942909717559814,0.3163265306122449,0.8253439219899898,0.7349634626194491,0.37262731502679264,0.8829545454545454,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.14285714285714285,
2320,1.0185488730669021,0.6899,2.1568386554718018,0.29591836734693877,0.7011554188031102,0.7711038961038961,0.24011343249137485,0.9281842818428184,1.0,1.0,1.0,0.0,
2321,1.0310665637254715,0.6811,2.0958776473999023,0.34183673469387754,0.7603022286140151,0.7511415525114156,0.2663884905941764,0.9227642276422764,1.0,1.0,1.0,0.0,
