round,test_clean_loss,test_clean_acc,test_backdoor_loss,test_backdoor_acc,train_clean_loss,train_clean_acc,train_backdoor_loss,train_backdoor_acc,precision,recall,f1_score,fpr,fpr_clean
2301,0.8114923626184464,0.7338,4.991029095649719,0.052333333333333336,0.6604507505679559,0.7925748502994012,,,,,,,0.4
2302,0.7933714061975479,0.7334,4.251165568828583,0.08044444444444444,0.804842752151576,0.7332218273050387,0.4218567815464987,0.8697183098591549,0.0,0.0,0.0,0.4444444444444444,
2303,0.7810022592544555,0.7372,4.235974740982056,0.06233333333333333,0.8069186534558757,0.7390210430009149,0.3633200778703021,0.8805732484076433,0.25,1.0,0.4,0.3333333333333333,
2304,0.7907021850347519,0.7325,4.239535307884216,0.06211111111111111,0.5215260179702718,0.8338378742011436,0.5329531313688471,0.8259587020648967,0.5,1.0,0.6666666666666666,0.25,
2305,0.7873922944068908,0.7307,3.7580535292625425,0.06977777777777777,0.8818443529876132,0.7111601766358892,0.45943826966815526,0.8638888888888889,0.0,0.0,0.0,0.4444444444444444,
2306,0.7984846532344818,0.7268,3.7648804664611815,0.059666666666666666,0.7371636733436907,0.753945945945946,,,,,,,0.4
2307,0.8113358229398727,0.722,3.6240918159484865,0.07622222222222222,0.912370102546643,0.6953326713008937,,,,,,,0.4
2308,0.8222511529922485,0.7179,3.3599031925201417,0.09122222222222222,0.6931035444029398,0.7779433681073026,0.3513030795983865,0.8943661971830986,0.0,0.0,0.0,0.4444444444444444,
2309,0.8202171117067337,0.7218,3.4563695788383484,0.08911111111111111,0.6124526532258893,0.7905797101449276,0.367175531541479,0.8825431034482759,0.5,1.0,0.6666666666666666,0.25,
2310,0.8193255811929703,0.7173,3.569364643096924,0.07622222222222222,0.4889346965751925,0.8526434195725534,,,,,,,0.4
2311,0.8369890213012695,0.7123,3.0710819244384764,0.13144444444444445,0.6849751496824851,0.7865693430656935,0.3648631040732934,0.8870673952641166,0.0,0.0,0.0,0.4444444444444444,
2312,0.8469699144363403,0.7111,2.592872512340546,0.20022222222222222,0.7578940123157332,0.7509314989968472,0.34018518487153027,0.8959537572254336,0.0,0.0,0.0,0.5,
2313,0.8504179805517197,0.7124,2.4534678936004637,0.23444444444444446,0.8594334122700386,0.718991250643335,0.43996723620534306,0.8532110091743119,0.0,0.0,0.0,0.4444444444444444,
2314,0.8811410784721374,0.7025,2.673109841346741,0.14155555555555555,0.872070477075531,0.71664230528294,0.33180482448286314,0.9060509554140127,0.0,0.0,0.0,0.4444444444444444,
2315,0.8833732157945633,0.7035,2.554402232170105,0.17833333333333334,0.7970144803202523,0.7332875457875457,0.4335143115785387,0.8777777777777778,0.0,0.0,0.0,0.4444444444444444,
2316,0.8970270425081253,0.6947,2.522919237613678,0.18422222222222223,0.9269127343461486,0.6998669032830523,0.4069571812947591,0.8861111111111111,0.0,0.0,0.0,0.4444444444444444,
2317,0.9005054831504822,0.6991,2.3604334592819214,0.2091111111111111,0.9213146311805773,0.6907628466722152,0.3672860483959238,0.876984126984127,0.0,0.0,0.0,0.4444444444444444,
2318,0.9068763017654419,0.6967,2.3087404131889344,0.22022222222222224,0.8568713939910501,0.7141837220371252,0.3297434449195862,0.8885350318471338,0.0,0.0,0.0,0.4444444444444444,
2319,0.9273790925741195,0.6889,2.0822056472301482,0.276,0.8703826429419734,0.7195053400786959,0.35845021581785247,0.8857954545454545,0.0,0.0,0.0,0.5714285714285714,
2320,0.9303247928619385,0.6972,2.181000792980194,0.23855555555555555,0.8529839901899805,0.7133580705009277,0.26572162736722127,0.907859078590786,0.0,0.0,0.0,0.4444444444444444,
2321,0.9367409646511078,0.6919,2.168432664871216,0.236,0.7838739602472624,0.7539320142059868,0.24566114283997192,0.9227642276422764,0.0,0.0,0.0,0.2222222222222222,
2322,0.9322912812232971,0.6952,2.080878847837448,0.2561111111111111,0.7329098277831848,0.7505804311774461,0.34790002272046844,0.8850574712643678,0.0,0.0,0.0,0.5,
2323,0.9288758099079132,0.6978,2.1131672322750092,0.24822222222222223,0.8263165561031196,0.7417259511289823,0.21016621492742524,0.9322493224932249,0.0,0.0,0.0,0.4444444444444444,
2324,0.9214130967855454,0.6953,2.0890923976898192,0.26266666666666666,0.7038295193525481,0.7797702437657608,0.2934315863629462,0.903169014084507,0.0,0.0,0.0,0.4444444444444444,
2325,0.909445071220398,0.6988,2.1467592835426332,0.24622222222222223,0.7530231049936351,0.752279915273909,,,,,,,0.4
2326,0.9111717849969864,0.6967,2.1850876808166504,0.23533333333333334,1.0597150895009817,0.6440599769319493,0.2499430814034033,0.9323144104803494,0.0,0.0,0.0,0.5,
2327,0.904413491487503,0.6995,2.228185474872589,0.2278888888888889,0.8550690918996807,0.707319552164123,,,,,,,0.4
2328,0.8967419743537903,0.7019,2.2137840747833253,0.238,0.7691999184258149,0.739229889439573,,,,,,,0.4
2329,0.9045905947685242,0.6966,2.10747372508049,0.27411111111111114,0.8076517452974996,0.7403524425607851,,,,,,,0.4
2330,0.89335036277771,0.7041,2.198936951160431,0.24855555555555556,0.639173824480401,0.7893961708394698,,,,,,,0.4
2331,0.8951039463281631,0.7023,2.338819074630737,0.2078888888888889,0.8146358242188455,0.7245080500894454,,,,,,,0.4
2332,0.9150313943624496,0.6951,2.355884277820587,0.19144444444444444,0.9904293853656783,0.663924794359577,0.2642067186009716,0.9137323943661971,0.0,0.0,0.0,0.4444444444444444,
2333,0.9164425671100617,0.6893,2.37074009180069,0.20044444444444445,0.7741680535895136,0.7399829497016198,,,,,,,0.4
2334,0.9236036539077759,0.6879,2.357576906681061,0.19277777777777777,0.753024676858076,0.7600288253663223,0.2538146312805372,0.9173441734417345,0.0,0.0,0.0,0.4444444444444444,
2335,0.9090442329645156,0.7001,2.2400582313537596,0.21933333333333332,0.8362978110212929,0.7318096036905012,0.3359674111632919,0.8907103825136612,0.0,0.0,0.0,0.4444444444444444,
2336,0.9231895744800568,0.6975,2.032008248567581,0.2832222222222222,0.8914796896516617,0.7030664124827146,0.26382218997913987,0.9202786377708978,0.0,0.0,0.0,0.5,
2337,0.9511070251464844,0.6839,2.015369546413422,0.27755555555555556,1.0182373152301887,0.6601676740105283,0.2835725395922448,0.9203821656050956,0.0,0.0,0.0,0.4444444444444444,
2338,0.9648384839296341,0.6817,1.9164657711982727,0.3141111111111111,0.9070827655417927,0.6994311717861206,0.22610255595306716,0.9336043360433605,0.0,0.0,0.0,0.4444444444444444,
2339,0.9488053768873215,0.6861,1.9031145572662354,0.32122222222222224,0.8534593055194701,0.713756368689208,0.28347215774794915,0.9146005509641874,0.0,0.0,0.0,0.4444444444444444,
2340,0.9670981734991073,0.6819,2.0637964487075804,0.25455555555555553,0.9931277348168799,0.671572778870218,,,,,,,0.4
2341,0.9631801754236221,0.6856,1.9941046714782715,0.2776666666666667,0.929688848209015,0.7042226487523993,0.2720170711598745,0.9146341463414634,0.0,0.0,0.0,0.4444444444444444,
2342,0.9710475683212281,0.6766,2.1399400651454927,0.23022222222222222,0.8779727885865366,0.716856162540366,0.3584169785181681,0.9055555555555556,0.0,0.0,0.0,0.4444444444444444,
2343,0.9650549918413163,0.6789,2.171398234367371,0.2338888888888889,0.7419759969028825,0.7641766059845156,,,,,,,0.4
2344,0.9581947147846221,0.6801,1.93243368268013,0.31344444444444447,0.7569371324607123,0.7554129911788292,0.4190943491660942,0.8559322033898306,0.0,0.0,0.0,0.5714285714285714,
2345,0.9443966686725617,0.687,2.022598022222519,0.2758888888888889,0.722572291823389,0.7633451957295374,,,,,,,0.4
2346,0.9376755148172379,0.6899,2.101950913667679,0.26366666666666666,0.8588263884784119,0.7147364513734225,0.24208470185597739,0.9444444444444444,0.0,0.0,0.0,0.4444444444444444,
2347,0.9276344925165176,0.6921,2.2287230134010314,0.223,0.8324376335894996,0.7212955779674166,,,,,,,0.4
2348,0.9188778400421143,0.6956,2.145908123254776,0.2528888888888889,0.666309644627637,0.7849907918968693,0.23567685969276533,0.931129476584022,0.0,0.0,0.0,0.4444444444444444,
2349,0.9092165201902389,0.6987,2.25912321805954,0.21933333333333332,0.7964443819544894,0.7449383802816901,,,,,,,0.4
2350,0.9045357078313827,0.6994,2.2230770707130434,0.23355555555555554,0.7520404704737131,0.7458920187793427,0.224761383214467,0.920774647887324,0.0,0.0,0.0,0.4444444444444444,
2351,0.9261786967515946,0.6916,2.2830803275108336,0.1971111111111111,0.875776245929938,0.7069299947099277,,,,,,,0.4
2352,0.9394614547491074,0.6859,2.3420142412185667,0.18422222222222223,0.804087025446684,0.732906837265094,0.21630285183588663,0.9409722222222222,0.0,0.0,0.0,0.4444444444444444,
2353,0.9311737686395645,0.6906,2.278376889228821,0.204,0.9776679646343343,0.6803362200713194,0.38813505449946767,0.8839724680432645,0.0,0.0,0.0,0.5,
2354,0.9157469779253006,0.6931,2.24805201292038,0.2222222222222222,0.5352297510199477,0.8306946688206786,0.38708813310763157,0.8853211009174312,0.0,0.0,0.0,0.4444444444444444,
2355,0.9176577270030976,0.6941,2.123089039325714,0.2584444444444444,0.6464679952735024,0.784157193579186,0.2709954697364465,0.9216867469879518,0.0,0.0,0.0,0.5,
2356,0.9117145508527755,0.6984,2.2759127855300902,0.219,0.8460554282740806,0.7129569543586416,,,,,,,0.4
2357,0.9168026298284531,0.6927,2.328711712360382,0.18844444444444444,0.8354328292204682,0.7272081037853207,0.2650034264394432,0.9235668789808917,0.0,0.0,0.0,0.4444444444444444,
2358,0.9156164437532425,0.6949,2.35686194896698,0.17355555555555555,1.0164286934580424,0.657764081492895,0.2652119990367039,0.9315286624203821,0.0,0.0,0.0,0.4444444444444444,
2359,0.9138893872499466,0.6961,2.4060664415359496,0.163,0.6858211973843865,0.7765227876617375,,,,,,,0.4
2360,0.904924389719963,0.6998,2.2696512937545776,0.20477777777777778,0.80260646973881,0.7325961296808243,0.30448220871502535,0.906318082788671,0.0,0.0,0.0,0.5714285714285714,
2361,0.9037466078996659,0.6974,2.291227328777313,0.20633333333333334,0.7380306283501797,0.7537636626108476,,,,,,,0.4
2362,0.9098685830831528,0.6953,2.3403330087661742,0.194,0.7985937627476513,0.7351793346961532,,,,,,,0.4
2363,0.8989866077899933,0.7005,2.393656015396118,0.18577777777777776,0.8874416343431618,0.7040898155573376,,,,,,,0.4
2364,0.8935015201568604,0.7006,2.3237917184829713,0.21466666666666667,0.7270787309412238,0.7515288788221971,0.25808846288257176,0.9444444444444444,0.0,0.0,0.0,0.4444444444444444,
2365,0.8795072197914123,0.7021,2.2987758040428163,0.23022222222222222,0.43356143649013257,0.8619759261877828,,,,,,,0.4
2366,0.8832311153411865,0.7037,2.268219268321991,0.24533333333333332,0.7382277313574382,0.7598081952920662,0.3633489349931023,0.8792048929663608,0.0,0.0,0.0,0.4444444444444444,
2367,0.8814098477363587,0.7012,2.204304051399231,0.26566666666666666,0.7339242741835285,0.7687162891046386,0.2396878810824862,0.9378980891719745,0.0,0.0,0.0,0.4444444444444444,
2368,0.8671325832605362,0.7073,2.163205063343048,0.2866666666666667,0.6772496173579227,0.7740100634434478,,,,,,,0.4
2369,0.8642908185720444,0.7085,2.094153028726578,0.31,0.4288623837269212,0.8653899528170969,0.17861007315338037,0.9506369426751592,0.0,0.0,0.0,0.4444444444444444,
2370,0.8696356654167176,0.707,2.005825561285019,0.3297777777777778,0.8518999347756634,0.7216117216117216,0.27576747116908223,0.9119718309859155,0.0,0.0,0.0,0.4444444444444444,
2371,0.8620931714773178,0.7108,2.0470192074775695,0.317,0.7999874173133292,0.7449355715287518,,,,,,,0.4
2372,0.8680628478527069,0.7128,2.1646533608436584,0.2797777777777778,0.936916100084425,0.6867202187660228,,,,,,,0.4
2373,0.8662606388330459,0.7062,2.069458943605423,0.30877777777777776,0.8664997273907522,0.7077709611451942,0.22893461808213578,0.9391575663026521,0.0,0.0,0.0,0.5,
2374,0.8648948013782501,0.7083,2.0106626212596894,0.329,0.809777354573805,0.7280254293445249,,,,,,,0.4
2375,0.8721240758895874,0.7086,1.8919251084327697,0.36677777777777776,0.8219852028255291,0.7306465642215135,0.2914593821406471,0.9131602506714414,0.0,0.0,0.0,0.5,
2376,0.8677869647741318,0.7024,1.923851066827774,0.3566666666666667,0.7745077511628372,0.7477521263669502,0.18849023758985434,0.9585987261146497,0.0,0.0,0.0,0.4444444444444444,
2377,0.8645981878042222,0.7051,1.9579032003879546,0.3447777777777778,0.8349080712067656,0.7275012569130216,0.20451625458970915,0.9389632107023411,0.0,0.0,0.0,0.5,
2378,0.8635495752096176,0.7099,1.943918091058731,0.35944444444444446,0.5381196306845514,0.8252726898538794,,,,,,,0.4
2379,0.8728946447372437,0.7041,2.049741417169571,0.31966666666666665,0.9098868497889787,0.6997472620050548,,,,,,,0.4
2380,0.8634165674448013,0.7063,1.98954336643219,0.3358888888888889,0.6967591934548526,0.7686298076923077,,,,,,,0.4
2381,0.8620453685522079,0.7058,1.9643361032009126,0.35488888888888886,0.7530760063719795,0.7607284906845301,0.45153758868529525,0.8501529051987767,0.0,0.0,0.0,0.4444444444444444,
2382,0.8634623616933823,0.7066,2.0148749887943267,0.334,0.8380756423769871,0.7162430012676949,0.2910328498392394,0.9146005509641874,0.0,0.0,0.0,0.4444444444444444,
2383,0.8571639239788056,0.7105,1.9668676495552062,0.355,0.7000646806408967,0.7670902716914987,0.20617068184029524,0.9506369426751592,0.0,0.0,0.0,0.4444444444444444,
2384,0.8527510076761246,0.7116,1.8537502944469453,0.393,0.5445457228997536,0.8139236445299968,0.2500873181429108,0.9296987087517934,0.25,0.3333333333333333,0.28571428571428575,0.42857142857142855,
2385,0.8748907208442688,0.7,1.7997996628284454,0.40544444444444444,0.934187695090129,0.6969927674153026,0.2580004030130279,0.9278169014084507,0.0,0.0,0.0,0.4444444444444444,
2386,0.8746051222085953,0.7005,1.8717152416706084,0.3804444444444444,0.7040938458776516,0.7697493517718237,,,,,,,0.4
2387,0.8672584176063538,0.7023,1.8476260900497437,0.3877777777777778,0.6063590653500778,0.8051497895518692,,,,,,,0.4
2388,0.8640686094760894,0.7065,1.722027838230133,0.43177777777777776,0.5585008032446133,0.8207847295864263,0.22506706966557874,0.9280245022970903,0.0,0.0,0.0,0.5,
2389,0.8728244096040726,0.7017,1.8161391198635102,0.4003333333333333,0.7236672213707778,0.7597267797552837,,,,,,,0.4
2390,0.8645900994539261,0.7033,1.7695412039756775,0.4226666666666667,0.6510199831138257,0.788852332107606,,,,,,,0.4
2391,0.8658496111631393,0.7036,1.6419635653495788,0.46111111111111114,0.8441396840625162,0.7184876721624611,0.31290533190942815,0.9042145593869731,0.0,0.0,0.0,0.5,
2392,0.8566906183958054,0.7083,1.5747618794441223,0.48577777777777775,0.578461797240336,0.8183023872679045,0.2876886504834512,0.9131419939577039,0.25,0.5,0.3333333333333333,0.375,
2393,0.8537400335073471,0.71,1.4865630865097046,0.5184444444444445,0.5196232000188336,0.8323204419889503,0.2052463293479387,0.9376693766937669,0.0,0.0,0.0,0.4444444444444444,
2394,0.854755911231041,0.709,1.4628349006175996,0.5295555555555556,0.5986644673597916,0.8034211240836274,0.2007831053601371,0.9513888888888888,0.0,0.0,0.0,0.4444444444444444,
2395,0.8493063569068908,0.7087,1.416040027141571,0.5456666666666666,0.25033674398934896,0.9189873417721519,,,,,,,0.4
2396,0.8540201663970948,0.7112,1.509526640176773,0.507,0.8801759018213656,0.7030702658149598,0.27665821873002544,0.9300134589502019,0.0,0.0,0.0,0.4444444444444444,
2397,0.8540201008319854,0.713,1.5091732084751128,0.5042222222222222,0.7677757768344442,0.7577066561947772,0.3118424854480504,0.9052823315118397,0.0,0.0,0.0,0.4444444444444444,
2398,0.8581022799015046,0.71,1.4524799406528472,0.5204444444444445,0.8897066588838545,0.6964093743281015,0.3289810044183441,0.8921161825726142,0.0,0.0,0.0,0.5,
