round,test_clean_loss,test_clean_acc,test_backdoor_loss,test_backdoor_acc,train_clean_loss,train_clean_acc,train_backdoor_loss,train_backdoor_acc
2001,0.7877638339996338,0.7328,4.710924339294434,0.023666666666666666,0.8487958817857841,0.7202592515157851,0.4740926757664748,0.829225352112676
2002,0.8013890951871872,0.7293,4.636111736297607,0.025111111111111112,0.758763232591331,0.7506861848124429,0.4521792394340418,0.8742038216560509
2003,0.8075582265853882,0.7275,4.216575074195862,0.043666666666666666,0.6370135547735456,0.8039017827110663,0.5322360640195736,0.823992133726647
2004,0.7966707289218903,0.7302,4.34273738861084,0.041555555555555554,0.8467334901496382,0.718586912886391,0.5101262383990818,0.8194444444444444
2005,0.798419639468193,0.7317,4.559847664833069,0.031,0.8562471289593945,0.7168402436628021,,
2006,0.8094857811927796,0.7261,4.727720403671265,0.023,0.8687090337476395,0.7170481452249408,,
2007,0.8091855436563492,0.7239,4.381136703491211,0.03911111111111111,0.7257440217057686,0.7600596125186289,0.44907990979476714,0.8626760563380281
2008,0.8029971122741699,0.7265,3.858595776557922,0.07566666666666666,0.7043559603285099,0.7648550724637682,0.4435441455450551,0.8469827586206896
2009,0.7989868223667145,0.7294,4.027129673957825,0.06433333333333334,0.87405233410621,0.7186003683241252,,
2010,0.8107924222946167,0.7236,3.7911082029342653,0.08422222222222223,0.6469010572189833,0.8081751824817518,0.4818384495372112,0.8542805100182149
2011,0.8185770630836486,0.7223,3.390166997909546,0.12233333333333334,0.9200105301354601,0.70335339638865,0.4198489621540025,0.8713872832369942
2012,0.8583004742860794,0.7124,3.275430512428284,0.1351111111111111,0.9885883273320043,0.6739577972207926,0.4416108224370064,0.8470948012232415
2013,0.8278487414121628,0.7194,3.2968384981155396,0.13633333333333333,0.8764410453540693,0.7204009187721863,0.4293466905120072,0.8694267515923567
2014,0.808003231883049,0.7251,3.392623448371887,0.128,0.8679576713878375,0.7193223443223443,0.47259590758217707,0.8444444444444444
2015,0.8055470019578934,0.725,3.4264468908309937,0.13133333333333333,0.7932486582907725,0.7377994676131322,0.5217478434244792,0.825
2016,0.8194867521524429,0.7169,3.4626224994659425,0.13255555555555557,0.9267815324608347,0.7031739133353022,0.40691022756238465,0.8796296296296297
2017,0.8126619905233383,0.7232,3.4465385556221007,0.13055555555555556,0.7998497297456297,0.7389338410280819,0.480888520076776,0.8550955414012739
2018,0.8373603224754333,0.7135,3.0434289932250977,0.19966666666666666,0.8279890092136888,0.738336143901068,0.4817567196759311,0.852840909090909
2019,0.8241881519556046,0.7188,3.0419093489646913,0.20155555555555554,0.7816818295692911,0.7474489795918368,0.3082447770003704,0.8943089430894309
2020,0.8324754178524018,0.718,3.042157232761383,0.20255555555555554,0.7477981851283576,0.7562151192288179,0.2654051598979206,0.907859078590786
2021,0.8345053791999817,0.7165,2.613630676269531,0.287,0.8275355245689452,0.7313432835820896,0.3860600269774253,0.8728448275862069
2022,0.8139877289533615,0.7216,2.5999178290367126,0.276,0.6940476307734741,0.772038354469533,0.300270761900801,0.9065040650406504
2023,0.8272969126701355,0.7202,2.5924726366996764,0.26955555555555555,0.6186338014030163,0.8063883440739703,0.4225843116431169,0.8661971830985915
2024,0.8272735744714736,0.7181,2.767526161670685,0.23433333333333334,0.7630885632951292,0.7384646794610045,,
