round,test_clean_loss,test_clean_acc,test_backdoor_loss,test_backdoor_acc,train_clean_loss,train_clean_acc,train_backdoor_loss,train_backdoor_acc
2301,1.5991077244281768,0.482,2.3998541831970215,0.14285714285714285,0.9048088834528437,0.7097005988023952,,
2302,1.5372062802314759,0.4272,1.7114958763122559,0.42346938775510207,0.7313970978754025,0.7537110600041814,0.2906708967098048,0.8943661971830986
2303,1.3612671852111817,0.5394,2.064481735229492,0.17857142857142858,0.7203692670533227,0.7682982616651418,0.23019174291829395,0.9394904458598726
2304,1.3470119416713715,0.508,2.026226043701172,0.29591836734693877,0.6251514949282932,0.7911200807265388,0.3188914699423161,0.9026548672566371
2305,1.356791579723358,0.5739,2.093604326248169,0.17857142857142858,0.8852605252070199,0.7021276595744681,0.29366661310195924,0.9111111111111111
2306,1.2649229824543,0.5661,2.4236202239990234,0.17857142857142858,0.6911110615859161,0.774054054054054,,
2307,1.4963716089725494,0.5044,2.0665245056152344,0.25,0.8003532261869758,0.7370407149950348,,
2308,1.2718320906162262,0.5802,2.159000873565674,0.25,0.6417820640778104,0.7921013412816692,0.22432639344897068,0.9137323943661971
2309,1.1365528345108031,0.625,1.396489143371582,0.4744897959183674,0.595687016358842,0.811231884057971,0.2583798348646739,0.9116379310344828
2310,1.3830220997333527,0.5147,2.3242862224578857,0.15816326530612246,0.6957602610495214,0.7989313835770528,,
2311,1.1928821325302124,0.587,1.985282063484192,0.3163265306122449,0.6940646577055437,0.7889051094890511,0.26149102681755804,0.9162112932604736
2312,1.5880055189132691,0.4312,1.207011342048645,0.576530612244898,0.879670569636344,0.7199770707939238,0.35195484163099633,0.8901734104046243
2313,1.2365525245666504,0.5844,2.3811540603637695,0.20408163265306123,0.9717633962723256,0.6791044776119403,0.36331066662383005,0.8914373088685015
2314,1.5953910768032074,0.4526,2.31375789642334,0.14795918367346939,0.8819979476353699,0.729588640634788,0.30652044267411444,0.9076433121019108
2315,1.5077228784561156,0.4824,1.4033187627792358,0.5918367346938775,0.8068734429394587,0.7401556776556777,0.3554454618030124,0.8833333333333333
2316,1.4068109035491942,0.5167,2.360646963119507,0.12755102040816327,0.915978796509059,0.7102928127772848,0.26498095591862997,0.9138888888888889
2317,1.3108332395553588,0.5268,1.4234488010406494,0.5408163265306123,0.857419721760404,0.7219892709479958,0.3695890660639162,0.8862433862433863
2318,1.2928288996219635,0.5613,2.8229572772979736,0.07142857142857142,0.8106271226822563,0.739409804854831,0.3100528005202105,0.9076433121019108
2319,1.434117329120636,0.5015,1.3916449546813965,0.5561224489795918,0.804790858541599,0.7509836987071389,0.3453007580373775,0.8931818181818182
2320,1.3230627536773683,0.5506,2.4096505641937256,0.1683673469387755,0.8010973776785695,0.7414192949907236,0.30255208655101495,0.8997289972899729
2321,1.3575187921524048,0.5272,0.8883846998214722,0.7908163265306123,0.7338502792795559,0.7734652460679858,0.2756886397435413,0.9186991869918699
2322,1.3930815160274506,0.5209,0.8756924867630005,0.7040816326530612,0.8309600726783177,0.7323383084577114,0.3734094460719618,0.8785919540229885
2323,1.5372959613800048,0.4489,2.598794937133789,0.11734693877551021,0.8173624103629032,0.7513145685122178,0.33057034984836736,0.8943089430894309
2324,1.4043291807174683,0.5064,2.0317108631134033,0.33163265306122447,0.8841655095373759,0.7355001400952648,0.36720170584363,0.8855633802816901
2325,1.8430615544319153,0.3488,2.697434186935425,0.09183673469387756,1.0287555259084304,0.6789222086815228,,
2326,1.4529690444469452,0.4865,1.4779932498931885,0.5306122448979592,0.9615632935241294,0.6848904267589389,0.2918939327568987,0.9126637554585153
2327,1.594931310415268,0.4351,2.2614643573760986,0.28061224489795916,0.9682407756089747,0.6775425318989241,,
2328,1.4212383151054382,0.545,2.1044113636016846,0.37755102040816324,0.9173206068544137,0.7039649256576439,,
2329,1.2482077896595,0.5618,1.733481526374817,0.4336734693877551,0.8612928468282803,0.7285300022306491,,
2330,1.4822505116462708,0.4649,2.0554211139678955,0.37244897959183676,0.8239550064130755,0.7323795497580475,,
2331,2.187613606452942,0.3553,2.728618621826172,0.04591836734693878,0.9172086650537132,0.697276883323395,,
2332,1.6332318186759949,0.4092,1.9223134517669678,0.32142857142857145,1.0145273065268177,0.6613787700744223,0.3478506245243717,0.8943661971830986
2333,2.1134599685668944,0.3459,2.3446342945098877,0.25,0.8744682595451369,0.7114236999147485,,
2334,1.6081770658493042,0.4273,2.3516299724578857,0.12755102040816327,0.8950096576539708,0.7199135239010329,0.3842537497601858,0.8766937669376694
2335,1.4658404767513276,0.5039,1.7394331693649292,0.4030612244897959,1.1147017642296342,0.6433214510379535,0.38277360487505385,0.8816029143897997
2336,1.830249047279358,0.3497,0.5708532929420471,0.8622448979591837,1.0299078573059393,0.6613408812892245,0.4385833981974575,0.8676470588235294
2337,1.606390541791916,0.4441,2.8450019359588623,0.0,1.110124350012476,0.6313121466172743,0.26665437563209776,0.9171974522292994
2338,1.3356847643852234,0.5313,1.1712957620620728,0.6377551020408163,0.9330687394253359,0.710580204778157,0.29990231780824944,0.9051490514905149
2339,1.414691650867462,0.5057,1.9210445880889893,0.3979591836734694,0.9662847504841061,0.683186660490968,0.3160742669887122,0.8925619834710744
2340,1.5901400983333587,0.4355,2.017611503601074,0.37244897959183676,1.01055513767417,0.6656696907400786,,
2341,1.4127537190914154,0.5,1.9046794176101685,0.2653061224489796,0.9848602897603773,0.6923224568138195,0.3037647690553329,0.9065040650406504
2342,1.4589754343032837,0.4997,2.9497230052948,0.1377551020408163,0.8638648573259344,0.7250302744886975,0.42397454579671223,0.8777777777777778
2343,1.629408699274063,0.4266,1.7547866106033325,0.3877551020408163,0.8052838875873739,0.7499476878007951,,
2344,1.5325232803821565,0.4519,0.7494140863418579,0.6989795918367347,1.0038386661877003,0.6794974605720395,0.5140021373323128,0.8367231638418079
2345,1.625924277305603,0.4483,2.7484779357910156,0.02040816326530612,0.9907090072636078,0.6832740213523132,,
2346,1.6042101323604583,0.4449,2.445876359939575,0.30612244897959184,1.044603920339122,0.6546028210838901,0.29151486688190037,0.9201388888888888
2347,1.6671091854572295,0.3919,1.9232462644577026,0.4387755102040816,0.96654462533417,0.6794026377036463,,
2348,1.4213664710521698,0.4917,1.48601496219635,0.4846938775510204,0.9085389344814074,0.7055709023941068,0.3621777291961281,0.8787878787878788
2349,1.4545411944389344,0.5147,1.7618521451950073,0.4030612244897959,0.851611629803993,0.7255721830985915,,
