round,test_clean_loss,test_clean_acc,test_backdoor_loss,test_backdoor_acc,train_clean_loss,train_clean_acc,train_backdoor_loss,train_backdoor_acc,precision,recall,f1_score,fpr,fpr_clean,DACC
1301,0.43777050117128774,0.845757072977829,3.500177626024213,0.21822587671531257,0.21582881448952612,0.9360374414976599,0.29388209616076455,0.8962818003913894,0.10509031198686371,0.1893491124260355,0.1351636747624076,0.17898193760262726,,0.757907182973692
1302,0.43708365737346183,0.8459376047729168,2.589638028228492,0.3553510491541422,0.25839370422277813,0.9259848083377495,0.2938140739094127,0.946969696969697,0.10509031198686371,0.1893491124260355,0.1351636747624076,0.17898193760262726,,0.757907182973692
1303,0.4372178812821706,0.8456281216956234,1.961742234857459,0.47260037755027956,0.23554629118379863,0.927190138721351,0.13760094210313625,0.9587982832618026,0.10509031198686371,0.1893491124260355,0.1351636747624076,0.17898193760262726,,0.757907182973692
1304,0.437092950730993,0.8456797022085056,1.7065446899648298,0.5157010092209395,0.21798037044953586,0.9321929101401484,0.21834372093304444,0.9407090464547677,0.10509031198686371,0.1893491124260355,0.1351636747624076,0.17898193760262726,,0.757907182973692
1305,0.4371997600323276,0.8455077671655649,1.663683934692751,0.5380091483336964,0.225708981492956,0.9324684556602097,0.17573336608643833,0.941031941031941,0.10509031198686371,0.1893491124260355,0.1351636747624076,0.17898193760262726,,0.757907182973692
1306,0.43716689656701,0.8456539119520645,1.5138275748804997,0.577016626733464,0.24156039697442228,0.9313684210526316,0.1517611034153326,0.9589234400656814,0.10509031198686371,0.1893491124260355,0.1351636747624076,0.17898193760262726,,0.757907182973692
1307,0.43707056225914703,0.845533557422006,1.5611936648686726,0.5597545923183039,0.24791355570667656,0.9237029501525941,0.11028789705082005,0.9557739557739557,0.10509031198686371,0.1893491124260355,0.1351636747624076,0.17898193760262726,,0.757907182973692
1308,0.43679610365315485,0.8459204112686227,1.3966980858852989,0.6037355695926814,0.22887166331202163,0.9293551491819056,0.09530918279455768,0.9711934156378601,0.10509031198686371,0.1893491124260355,0.1351636747624076,0.17898193760262726,,0.757907182973692
1309,0.4364840871932214,0.8462298943459161,1.3527781210447614,0.6208433166339941,0.19610163732164207,0.9445043103448276,0.1813442244328788,0.9594813614262561,0.10509031198686371,0.1893491124260355,0.1351636747624076,0.17898193760262726,,0.757907182973692
1310,0.43698323701034514,0.8459204112686227,1.4165714686377007,0.6008494881289479,0.27519335718959587,0.9180751983442567,0.18468398003218076,0.9479166666666666,0.10509031198686371,0.1893491124260355,0.1351636747624076,0.17898193760262726,,0.757907182973692
1311,0.43664595746157464,0.8462470878502102,1.2494370346529442,0.6507750671603862,0.25728565606973913,0.9263300178292302,0.14883203618228436,0.9554455445544554,0.10509031198686371,0.1893491124260355,0.1351636747624076,0.17898193760262726,,0.757907182973692
1312,0.43775385578996256,0.8459633950293579,1.9702564195582741,0.45818812168735934,,,,,0.10551181102362205,0.19822485207100593,0.13771839671120248,0.1865353037766831,,0.751995270469997
1313,0.4389418997524077,0.8457398794735349,1.6797546733889663,0.5254755681405648,0.23622125397244248,0.9286758585947082,0.08808411665507092,0.9793388429752066,0.10551181102362205,0.19822485207100593,0.13771839671120248,0.1865353037766831,,0.751995270469997
1314,0.4394350778638271,0.8446223016944199,1.6340747731819487,0.5396246278951572,0.2532862931235206,0.9267366136034733,0.18247672811242677,0.9505409582689336,0.10551181102362205,0.19822485207100593,0.13771839671120248,0.1865353037766831,,0.751995270469997
1315,0.4384663565117016,0.845533557422006,1.6699218347407223,0.5361304726639077,0.2482572808518522,0.9238395234857498,0.11941417685399452,0.9652777777777778,0.10551181102362205,0.19822485207100593,0.13771839671120248,0.1865353037766831,,0.751995270469997
1316,0.4381401930984698,0.8456281216956234,1.5651297140539737,0.5581028098453495,0.24715984398776092,0.9229849281534273,0.16319705564844406,0.9364406779661016,0.10551181102362205,0.19822485207100593,0.13771839671120248,0.1865353037766831,,0.751995270469997
1317,0.43824869485800727,0.8458000567385642,1.437254484285388,0.5934073912727801,0.23678292078788446,0.9317501496707244,0.19656684211203976,0.9454365079365079,0.10551181102362205,0.19822485207100593,0.13771839671120248,0.1865353037766831,,0.751995270469997
1318,0.4390580916875287,0.8451381068232422,1.4806331939864577,0.5814365062077979,0.23294514401711974,0.9305206429006702,0.14642697182966538,0.9569796823432343,0.10551181102362205,0.19822485207100593,0.13771839671120248,0.1865353037766831,,0.751995270469997
1319,0.43841666519119027,0.8459376047729168,1.478309885451668,0.5846220866913526,0.21042411113348922,0.9347828975340137,0.2293255858380219,0.9547413793103449,0.10551181102362205,0.19822485207100593,0.13771839671120248,0.1865353037766831,,0.751995270469997
1320,0.4387297857748835,0.8452154775925655,1.3937272476522546,0.6062132433021128,0.25931370570667245,0.922572857389205,0.11169007467672483,0.9683698296836983,0.10551181102362205,0.19822485207100593,0.13771839671120248,0.1865353037766831,,0.751995270469997
1321,0.43843541673400943,0.8452068808404185,1.4275028104321998,0.6004501561025194,0.24941992761953202,0.9255938998800958,0.10677389888202443,0.9816176470588235,0.10551181102362205,0.19822485207100593,0.13771839671120248,0.1865353037766831,,0.751995270469997
1322,0.4382332993442552,0.8453788158833593,1.333375542833094,0.625798664052857,0.17049485535824327,0.9418009478672986,0.13083118586977827,0.9620253164556962,0.10551181102362205,0.19822485207100593,0.13771839671120248,0.1865353037766831,,0.751995270469997
1323,0.43775385578996256,0.8459633950293579,1.542051166818853,0.5707997531402018,,,,,0.1059001512859304,0.20710059171597633,0.14014014014014015,0.19408866995073892,,0.7460833579663021
1324,0.43760449792209427,0.8461181365680046,1.5104237141316397,0.578731939301532,0.26167786569961077,0.9178579048431833,0.1788583626368232,0.9516728624535316,0.1059001512859304,0.20710059171597633,0.14014014014014015,0.19408866995073892,,0.7460833579663021
1325,0.4374618888424154,0.8456711054563586,1.4987833803160149,0.5791766499673274,0.2272228372267267,0.9315897115917915,0.22856148906556287,0.9473684210526315,0.1059001512859304,0.20710059171597633,0.14014014014014015,0.19408866995073892,,0.7460833579663021
1326,0.43703387612313555,0.8462728781066513,1.3834868915248335,0.6113228780948232,0.21456775272180625,0.9358397617548279,0.1539319197087441,0.9497907949790795,0.1059001512859304,0.20710059171597633,0.14014014014014015,0.19408866995073892,,0.7460833579663021
